id;transactionId;paymentTypeId;amount;rounding;presence;inputDate;updateDate;input_date;update_date
52;T02.230829.0007;CASH;2922600;;1;1693307464;1693307464;"2023-08-29 11:11:04";"2023-08-29 11:11:04"
