id;transactionId;promotionId;promotionFreeId;promotionItemId;itemId;barcode;originPrice;price;discount;isPriceEdit;isFreeItem;isSpecialPrice;isPrintOnBill;note;void;presence;inputDate;updateDate;updateBy
1865;T02.230825.0001;;;;0084481;0084481;43700;43700;0;0;0;0;1;;0;1;1692961364;1692961364;
1866;T02.230825.0001;;;;0084481;0084481;43700;43700;0;0;0;0;1;;0;1;1692961364;1692961364;
1867;T02.230825.0001;;;;0084481;0084481;43700;43700;0;0;0;0;1;;0;1;1692961364;1692961364;
1868;T02.230825.0001;;;;0084481;0084481;43700;43700;0;0;0;0;1;;0;1;1692961364;1692961364;
1869;T02.230825.0001;;;;0084481;0084481;43700;43700;0;0;0;0;1;;0;1;1692961364;1692961364;
1870;T02.230825.0001;;;;0084481;0084481;43700;43700;0;0;0;0;1;;0;1;1692961364;1692961364;
1871;T02.230825.0001;;;;0084481;0084481;43700;43700;0;0;0;0;1;;0;1;1692961364;1692961364;
1872;T02.230825.0001;;;;0084481;0084481;43700;43700;0;0;0;0;1;;0;1;1692961364;1692961364;
1873;T02.230825.0001;;;;0084481;0084481;43700;43700;0;0;0;0;1;;0;1;1692961364;1692961364;
1874;T02.230825.0001;;;;0084481;0084481;43700;43700;0;0;0;0;1;;0;1;1692961364;1692961364;
1875;T02.230825.0001;;;;0084481;0084481;43700;43700;0;0;0;0;1;;0;1;1692961364;1692961364;
