settlementId;id;transactionId;promotionId;promotionFreeId;promotionItemId;itemId;barcode;originPrice;price;discount;isPriceEdit;isFreeItem;isSpecialPrice;isPrintOnBill;note;void;refund;exchange;presence;inputDate;updateDate;updateBy
XAU004SET000023;2460;XAU004.231108.0055;0;;;0094945;8997026480478;198000;198000;0;0;0;0;1;;0;;;1;1699437592;1699439823;
XAU004SET000023;2461;XAU004.231108.0056;0;;;0094945;8997026480478;198000;198000;0;0;0;0;1;;0;;;1;1699440644;1699440807;
XAU004SET000023;2462;XAU004.231108.0057;0;;;0094945;8997026480478;198000;198000;0;0;0;0;1;;0;;;1;1699441071;1699441171;
XAU004SET000023;2463;XAU004.231108.0058;0;;;0094945;8997026480478;198000;198000;0;0;0;0;1;;0;;;1;1699445808;1699445852;
XAU004SET000023;2464;XAU004.231108.0058;0;;;0094945;8997026480478;198000;198000;0;0;0;0;1;;0;;;1;;1699445852;
XAU004SET000023;2465;XAU004.231108.0059;0;;;0053076;0053076;244900;244900;0;0;0;0;1;;0;;;1;1699445930;1699445959;
XAU004SET000023;2467;XAU004.231110.0063;0;;;0070023;0070023;22500;22500;0;0;0;0;1;;0;;;1;1699591774;1699595741;
XAU004SET000023;2469;XAU004.231110.0063;0;;;0070023;0070023;22500;22500;0;0;0;0;1;;0;;;1;1699591944;1699595741;
XAU004SET000023;2466;XAU004.231110.0063;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;1699591683;1699595741;
XAU004SET000023;2468;XAU004.231110.0063;0;;;0070023;0070023;22500;22500;0;0;0;0;1;;0;;;1;1699591874;1699595741;
XAU004SET000023;2478;XAU004.231110.0065;0;;;0047400;0047400;38000;38000;0;0;0;0;1;;0;;;1;1699595814;1699606956;
XAU004SET000023;2480;XAU004.231110.0065;0;;;0047400;0047400;38000;38000;0;0;0;0;1;;0;;;1;;1699606956;
XAU004SET000023;2482;XAU004.231110.0065;0;;;0070023;0070023;22500;22500;0;0;0;0;1;;0;;;1;1699598665;1699606956;
XAU004SET000023;2477;XAU004.231110.0065;0;;;0070023;0070023;22500;22500;0;0;0;0;1;;0;;;1;1699595774;1699606956;
XAU004SET000023;2479;XAU004.231110.0065;0;;;0094945;8997026480478;198000;198000;0;0;0;0;1;;0;;;1;1699595947;1699606956;
XAU004SET000023;2481;XAU004.231110.0065;0;;;0047400;0047400;38000;38000;0;0;0;0;1;;0;;;1;;1699606956;
XAU004SET000023;2483;XAU004.231110.0065;0;;;0000001;0000001;1;196582;0;1;0;0;1;;0;;;1;1699603291;1699606956;
XAU004SET000023;2484;XAU004.231110.0066;0;;;0094945;8997026480478;198000;198000;0;0;0;0;1;;0;;;1;1699606993;1699607040;
XAU004SET000023;2485;XAU004.231110.0067;0;;;0000001;0000001;1;1;0;0;0;0;1;;0;;;1;1699607248;1699607258;
XAU004SET000023;2597;XAU004.231110.0069;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;;1699620864;
XAU004SET000023;2599;XAU004.231110.0069;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;;1699620864;
XAU004SET000023;2601;XAU004.231110.0069;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;;1699620864;
XAU004SET000023;2603;XAU004.231110.0069;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;;1699620864;
XAU004SET000023;2589;XAU004.231110.0069;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;;1699620864;
XAU004SET000023;2591;XAU004.231110.0069;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;;1699620864;
XAU004SET000023;2593;XAU004.231110.0069;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;;1699620864;
XAU004SET000023;2595;XAU004.231110.0069;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;;1699620864;
XAU004SET000023;2598;XAU004.231110.0069;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;;1699620864;
XAU004SET000023;2600;XAU004.231110.0069;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;;1699620864;
XAU004SET000023;2602;XAU004.231110.0069;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;;1699620864;
XAU004SET000023;2590;XAU004.231110.0069;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;;1699620864;
XAU004SET000023;2592;XAU004.231110.0069;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;;1699620864;
XAU004SET000023;2594;XAU004.231110.0069;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;;1699620864;
XAU004SET000023;2596;XAU004.231110.0069;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;;1699620864;
XAU004SET000023;2605;XAU004.231113.0070;0;;;0070023;0070023;22500;22500;0;0;0;0;1;;0;;;1;1699851611;1699851708;
XAU004SET000023;2607;XAU004.231113.0070;0;;;0070025;0070025;22500;22500;0;0;0;0;1;;0;;;1;1699851623;1699851708;
XAU004SET000023;2609;XAU004.231113.0070;0;;;0070036;0070036;18900;18900;0;0;0;0;1;;0;;;1;;1699851708;
XAU004SET000023;2611;XAU004.231113.0070;0;;;0070036;0070036;18900;18900;0;0;0;0;1;;0;;;1;;1699851708;
XAU004SET000023;2613;XAU004.231113.0070;0;;;0070036;0070036;18900;18900;0;0;0;0;1;;0;;;1;;1699851708;
XAU004SET000023;2604;XAU004.231113.0070;0;;;0070022;0070022;25300;25300;0;0;0;0;1;;0;;;1;1699851606;1699851708;
