id;cashIn;cashOut;transactionId;kioskUuid;cashierId;terminalId;settlementId;close;input_date
101;2000000;0;_S1;;123123;XAU004;XAU004SET000026;1;"2023-11-14 04:57:34"
102;20000;-2100;XAU004.231115.0073;XAU004.231115.0146;123123;XAU004;XAU004SET000026;1;"2023-11-15 06:16:51"
103;700000;-32300;XAU004.231115.0074;XAU004.231115.0147;123123;XAU004;XAU004SET000026;1;"2023-11-15 08:07:09"
104;900000;-83200;XAU004.231115.0075;XAU004.231115.0148;123123;XAU004;XAU004SET000026;1;"2023-11-15 09:04:11"
105;50000;-27500;XAU004.231115.0076;XAU004.231115.0149;123123;XAU004;XAU004SET000026;1;"2023-11-15 09:20:06"
106;100000;0;XAU004.231116.0077;XAU004.231116.0150;123123;XAU004;XAU004SET000026;1;"2023-11-16 03:21:42"
107;500000;-21000;XAU004.231116.0077;XAU004.231116.0150;123123;XAU004;XAU004SET000026;1;"2023-11-16 03:31:17"
108;100000;-38150;XAU004.231116.0078;XAU004.231116.0151;123123;XAU004;XAU004SET000026;1;"2023-11-16 03:33:10"
