id;cashIn;cashOut;transactionId;kioskUuid;cashierId;terminalId;settlementId;close;input_date
99;800000;0;_S1;;123123;XAU004;XAU004SET000025;1;"2023-11-13 12:00:09"
100;1700000;-70100;XAU004.231113.0072;XAU004.231113.0144;123123;XAU004;XAU004SET000025;1;"2023-11-13 12:00:31"
