settlementId;id;transactionId;promotionId;promotionFreeId;promotionItemId;itemId;barcode;originPrice;price;discount;isPriceEdit;isFreeItem;isSpecialPrice;isPrintOnBill;note;void;refund;exchange;presence;inputDate;updateDate;updateBy
XAU004SET000025;2643;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;1699873166;1699876832;
XAU004SET000025;2645;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;1699873912;1699876832;
XAU004SET000025;2647;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2649;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2651;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2653;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2655;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2657;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2659;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2635;XAU004.231113.0072;0;;;0009542;0009542;51050;51050;0;0;0;0;1;;0;;;1;1699871628;1699876832;
XAU004SET000025;2661;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2637;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2663;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2639;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2665;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2641;XAU004.231113.0072;0;;;0091045;8997023073000;20400;20400;0;0;0;0;1;;0;;;1;1699872540;1699876832;
XAU004SET000025;2666;XAU004.231113.0072;0;;;0009542;0009542;51050;51050;0;0;0;0;1;;0;;;1;1699874013;1699876832;
XAU004SET000025;2642;XAU004.231113.0072;0;;;0085511;8993007005975;4500;4500;0;0;0;0;1;;0;;;1;1699873083;1699876832;
XAU004SET000025;2644;XAU004.231113.0072;0;;;0086975;0086975;4900;4900;0;0;0;0;1;;0;;;1;1699873378;1699876832;
XAU004SET000025;2646;XAU004.231113.0072;0;;;0094945;0094945;198000;198000;0;0;0;0;1;;0;;;1;1699873979;1699876832;
XAU004SET000025;2648;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2650;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2652;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2654;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2656;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2658;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2660;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2636;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2662;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2638;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2664;XAU004.231113.0072;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;;1699876832;
XAU004SET000025;2640;XAU004.231113.0072;0;;;0051309;791480371116;350000;350000;0;0;0;0;1;;0;;;1;1699872230;1699876832;
