id;cashIn;cashOut;transactionId;kioskUuid;cashierId;terminalId;settlementId;close;input_date
11;1000000;0;;;123123;T02;T02SET000016;1;"2023-08-25 06:11:02"
12;200000;-24450;T02.230825.0001;T02.230825.0004;123123;T02;T02SET000016;1;"2023-08-25 08:14:54"
