id;transactionId;promotionId;promotionFreeId;promotionItemId;itemId;barcode;originPrice;price;discount;isPriceEdit;isFreeItem;isSpecialPrice;isPrintOnBill;note;void;presence;inputDate;updateDate;updateBy
184;T02.230825.0001;;;;0009542;8991188943086;51050;51050;0;0;0;0;1;;0;1;1692951294;1692951294;
185;T02.230825.0001;;;;0009542;8991188943086;51050;51050;0;0;0;0;1;;0;1;1692951294;1692951294;
186;T02.230825.0001;;;;0009542;8991188943086;51050;51050;0;0;0;0;1;;0;1;1692951294;1692951294;
187;T02.230825.0001;;;;0009542;8991188943086;51050;51050;0;0;0;0;1;;0;1;1692951294;1692951294;
188;T02.230825.0001;;;;0009542;8991188943086;51050;51050;0;0;0;0;1;;0;1;1692951294;1692951294;
189;T02.230825.0001;;;;0009542;8991188943086;51050;51050;0;0;0;0;1;;0;1;1692951294;1692951294;
190;T02.230825.0001;;;;0009542;8991188943086;51050;51050;0;0;0;0;1;;0;1;1692951294;1692951294;
191;T02.230825.0001;;;;0009542;8991188943086;51050;51050;0;0;0;0;1;;0;1;1692951294;1692951294;
192;T02.230825.0001;;;;0009542;8991188943086;51050;51050;0;0;0;0;1;;0;1;1692951294;1692951294;
193;T02.230825.0001;;;;0009542;8991188943086;51050;51050;0;0;0;0;1;;0;1;1692951294;1692951294;
194;T02.230825.0001;;;;0009542;8991188943086;51050;51050;0;0;0;0;1;;0;1;1692951294;1692951294;
195;T02.230825.0001;;;;0085511;8993007005975;4500;4500;0;0;0;0;1;;0;1;1692951294;1692951294;
196;T02.230825.0001;;;;0085511;8993007005975;4500;4500;0;0;0;0;1;;0;1;1692951294;1692951294;
197;T02.230825.0001;;;;0085511;8993007005975;4500;4500;0;0;0;0;1;;0;1;1692951294;1692951294;
198;T02.230825.0001;;;;0085511;8993007005975;4500;4500;0;0;0;0;1;;0;1;1692951294;1692951294;
199;T02.230825.0001;;;;0085511;8993007005975;4500;4500;0;0;0;0;1;;0;1;1692951294;1692951294;
200;T02.230825.0001;;;;0085511;8993007005975;4500;4500;0;0;0;0;1;;0;1;1692951294;1692951294;
201;T02.230825.0001;;;;0085511;8993007005975;4500;4500;0;0;0;0;1;;0;1;1692951294;1692951294;
202;T02.230825.0001;;;;0085511;8993007005975;4500;4500;0;0;0;0;1;;0;1;1692951294;1692951294;
203;T02.230825.0001;;;;0085511;8993007005975;4500;4500;0;0;0;0;1;;0;1;1692951294;1692951294;
204;T02.230825.0001;;;;0085511;8993007005975;4500;4500;0;0;0;0;1;;0;1;1692951294;1692951294;
205;T02.230825.0001;;;;0085511;8993007005975;4500;4500;0;0;0;0;1;;0;1;1692951294;1692951294;
206;T02.230825.0001;;;;0085511;8993007005975;4500;4500;0;0;0;0;1;;0;1;1692951294;1692951294;
207;T02.230825.0001;;;;0085511;8993007005975;4500;4500;0;0;0;0;1;;0;1;1692951294;1692951294;
208;T02.230825.0001;;;;0079253;6903244323208;50500;50500;0;0;0;0;1;;0;1;1692951294;1692951294;
209;T02.230825.0001;;;;0079253;6903244323208;50500;50500;0;0;0;0;1;;0;1;1692951294;1692951294;
210;T02.230825.0001;;;;0079253;6903244323208;50500;50500;0;0;0;0;1;;0;1;1692951294;1692951294;
211;T02.230825.0001;;;;0079253;6903244323208;50500;50500;0;0;0;0;1;;0;1;1692951294;1692951294;
212;T02.230825.0001;;;;0079253;6903244323208;50500;50500;0;0;0;0;1;;0;1;1692951294;1692951294;
213;T02.230825.0001;;;;0079253;6903244323208;50500;50500;0;0;0;0;1;;0;1;1692951294;1692951294;
214;T02.230825.0001;;;;0079253;6903244323208;50500;50500;0;0;0;0;1;;0;1;1692951294;1692951294;
215;T02.230825.0001;;;;0079253;6903244323208;50500;50500;0;0;0;0;1;;0;1;1692951294;1692951294;
216;T02.230825.0001;;;;0079253;6903244323208;50500;50500;0;0;0;0;1;;0;1;1692951294;1692951294;
217;T02.230825.0001;;;;0079253;6903244323208;50500;50500;0;0;0;0;1;;0;1;1692951294;1692951294;
218;T02.230825.0001;;;;0079253;6903244323208;50500;50500;0;0;0;0;1;;0;1;1692951294;1692951294;
