id;transactionId;paymentTypeId;amount;rounding;presence;inputDate;updateDate;input_date;update_date
44;T02.230825.0001;CASH;480700;;1;1692961364;1692961364;"2023-08-25 11:02:44";"2023-08-25 11:02:44"
