settlementId;id;transactionId;promotionId;promotionFreeId;promotionItemId;itemId;barcode;originPrice;price;discount;isPriceEdit;isFreeItem;isSpecialPrice;isPrintOnBill;note;void;refund;exchange;presence;inputDate;updateDate;updateBy
XAU004SET000024;2617;XAU004.231113.0071;0;;;0047400;0047400;38000;38000;0;0;0;0;1;;0;;;1;;1699871481;
XAU004SET000024;2619;XAU004.231113.0071;0;;;0047400;0047400;38000;38000;0;0;0;0;1;;0;;;1;;1699871481;
XAU004SET000024;2621;XAU004.231113.0071;0;;;0047400;0047400;38000;38000;0;0;0;0;1;;0;;;1;;1699871481;
XAU004SET000024;2623;XAU004.231113.0071;0;;;0047400;0047400;38000;38000;0;0;0;0;1;;0;;;1;;1699871481;
XAU004SET000024;2625;XAU004.231113.0071;0;;;0009542;0009542;51050;51050;0;0;0;0;1;;0;;;1;1699869415;1699871481;
XAU004SET000024;2627;XAU004.231113.0071;tebusMurah;;;0047400;0047400;38000;21000;0;0;0;0;1;;0;;;1;1699869592;1699871481;
XAU004SET000024;2629;XAU004.231113.0071;0;;;0009542;8991188943086;51050;51050;0;0;0;0;1;;0;;;1;1699870586;1699871481;
XAU004SET000024;2631;XAU004.231113.0071;0;;;0009544;0009544;14800;14800;0;0;0;0;1;;0;;;1;;1699871481;
XAU004SET000024;2633;XAU004.231113.0071;tebusMurah;;;0047400;0047400;38000;21000;0;0;0;0;1;;0;;;1;;1699871481;
XAU004SET000024;2615;XAU004.231113.0071;0;;;0047400;0047400;38000;38000;0;0;0;0;1;;0;;;1;1699869323;1699871481;
XAU004SET000024;2618;XAU004.231113.0071;0;;;0047400;0047400;38000;38000;0;0;0;0;1;;0;;;1;;1699871481;
XAU004SET000024;2620;XAU004.231113.0071;0;;;0047400;0047400;38000;38000;0;0;0;0;1;;0;;;1;;1699871481;
XAU004SET000024;2622;XAU004.231113.0071;0;;;0047400;0047400;38000;38000;0;0;0;0;1;;0;;;1;;1699871481;
XAU004SET000024;2624;XAU004.231113.0071;0;;;0047400;0047400;38000;38000;0;0;0;0;1;;0;;;1;;1699871481;
XAU004SET000024;2626;XAU004.231113.0071;0;;;0009544;0009544;14800;14800;0;0;0;0;1;;0;;;1;1699869499;1699871481;
XAU004SET000024;2628;XAU004.231113.0071;tebusMurah;;;0091005;0091005;12350;8000;0;0;0;0;1;;0;;;1;1699869595;1699871481;
XAU004SET000024;2630;XAU004.231113.0071;0;;;0009544;0009544;14800;14800;0;0;0;0;1;;0;;;1;;1699871481;
XAU004SET000024;2632;XAU004.231113.0071;0;;;0047400;0047400;38000;38000;0;0;0;0;1;;0;;;1;;1699871481;
XAU004SET000024;2634;XAU004.231113.0071;0;;;0009542;0009542;51050;51050;0;0;0;0;1;;0;;;1;;1699871481;
XAU004SET000024;2614;XAU004.231113.0071;0;;;0047400;9556041604147;38000;38000;0;0;0;0;1;;0;;;1;1699869299;1699871481;
XAU004SET000024;2616;XAU004.231113.0071;0;;;0047400;0047400;38000;38000;0;0;0;0;1;;0;;;1;;1699871481;
