id;cashIn;cashOut;transactionId;kioskUuid;cashierId;terminalId;settlementId;close;input_date
97;1000000;0;_S1;;123123;XAU004;XAU004SET000024;1;"2023-11-13 09:50:41"
98;720000;-16450;XAU004.231113.0071;XAU004.231113.0143;123123;XAU004;XAU004SET000024;1;"2023-11-13 10:31:21"
