id;transactionId;promotionId;promotionFreeId;promotionItemId;itemId;barcode;originPrice;price;discount;isPriceEdit;isFreeItem;isSpecialPrice;isPrintOnBill;note;void;presence;inputDate;updateDate;updateBy
101;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
102;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
103;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
104;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
105;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
106;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
107;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
108;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
109;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
110;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
111;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
112;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
113;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
114;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
115;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
116;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
117;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
118;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
119;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
120;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
121;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
122;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
123;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
124;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
125;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
126;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
127;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
128;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
129;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
130;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
131;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
132;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
133;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
134;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
135;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
136;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
137;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
138;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
139;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
140;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
141;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
142;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
143;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
144;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
145;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
146;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
147;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
148;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
149;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
150;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
151;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
152;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
153;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
154;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
155;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
156;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
157;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
158;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
159;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
160;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
161;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
162;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
163;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
164;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
165;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
166;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
167;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
168;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
169;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
170;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
171;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
172;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
173;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
174;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
175;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
176;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
177;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
178;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
179;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
180;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
181;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
182;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
183;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
