id;transactionId;promotionId;promotionFreeId;promotionItemId;itemId;barcode;originPrice;price;discount;isPriceEdit;isFreeItem;isSpecialPrice;isPrintOnBill;note;void;presence;inputDate;updateDate;updateBy
83;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
84;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
85;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
86;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
87;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
88;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
89;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
90;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
91;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
92;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
93;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
94;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
95;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
96;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
97;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
98;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
99;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
100;T02.2023000007221;;;;0017313;8991002101630;14400;14400;0;0;0;0;1;;0;1;1692856008;1692856008;
