id;cashIn;cashOut;transactionId;kioskUuid;cashierId;terminalId;settlementId;close;input_date
4;1000000;0;;;123123;T02;T02SET000015;1;"2023-08-23 12:25:13"
9;200000;-41600;T02.2023000007220;T02000048844;123123;T02;T02SET000015;1;"2023-08-24 05:32:33"
10;500000;-45600;T02.2023000007220;T02000048845;123123;T02;T02SET000015;1;"2023-08-24 05:46:48"
