id;cashIn;cashOut;transactionId;kioskUuid;cashierId;terminalId;settlementId;close;input_date
36;200000;-13550;;T02.230905.0033;123123;T02;T02SET000022;1;"2023-09-06 07:08:35"
37;230000;0;T02.230906.0012;T02.230906.0034;123123;T02;T02SET000022;1;"2023-09-06 07:10:41"
38;460000;-13200;T02.230906.0012;T02.230906.0034;123123;T02;T02SET000022;1;"2023-09-06 07:10:49"
