id;transactionId;paymentTypeId;amount;rounding;presence;inputDate;updateDate;input_date;update_date
57;T02.230905.0010;CASH;100000;;1;1693898117;1693898117;"2023-09-05 07:15:17";"2023-09-05 07:15:17"
58;T02.230905.0010;BCA01;300000;;1;1693898117;1693898117;"2023-09-05 07:15:17";"2023-09-05 07:15:17"
59;T02.230905.0010;CASH;431000;;1;1693898117;1693898117;"2023-09-05 07:15:17";"2023-09-05 07:15:17"
