id;transactionDate;transaction_date;kioskUuid;resetId;settlementId;memberId;paymentTypeId;storeOutlesId;terminalId;struk;total;locked;startDate;endDate;cashierId;pthType;subTotal;discount;discountMember;voucher;bkp;dpp;ppn;nonBkp;finalPrice;photo;userId;presence;inputDate;input_date;updateDate;update_date
T02.230831.0008;1693478680;"2023-08-31 10:44:40";T02.230831.0017;;T02SET000020;;;Comingsoon;T02;T02.230831.0008;304370;1;"2023-01-01 00:00:00.000";"2023-08-31 10:44:40.000";123123;1;0;5330;0;0;269406;304370;34964;0;299040;;;1;1693478680;"2023-08-31 10:44:40";1693478680;"2023-08-31 10:44:40"
T02.230905.0009;1693890429;"2023-09-05 05:07:09";T02.230905.0020;;T02SET000020;;;Comingsoon;T02;T02.230905.0009;552100;1;"2023-01-01 00:00:00.000";"2023-09-05 05:07:09.000";123123;1;0;0;0;0;497388;552100;54712;0;552100;;;1;1693890429;"2023-09-05 05:07:09";1693890429;"2023-09-05 05:07:09"
T02.230905.0010;1693898117;"2023-09-05 07:15:17";T02.230905.0022;;T02SET000020;;;Comingsoon;T02;T02.230905.0010;831000;1;"2023-01-01 00:00:00.000";"2023-09-05 07:15:17.000";123123;1;0;0;0;0;709280;831000;78020;43700;831000;;;1;1693898117;"2023-09-05 07:15:17";1693898117;"2023-09-05 07:15:17"
