id;transactionDate;transaction_date;kioskUuid;resetId;settlementId;memberId;paymentTypeId;storeOutlesId;terminalId;struk;total;locked;startDate;endDate;cashierId;pthType;subTotal;discount;discountMember;voucher;bkp;dpp;ppn;nonBkp;finalPrice;photo;userId;presence;inputDate;input_date;updateDate;update_date
T02.230905.0011;1693906362;"2023-09-05 09:32:42";T02.230905.0024;;T02SET000021;;;Comingsoon;T02;T02.230905.0011;25300;1;"2023-01-01 00:00:00.000";"2023-09-05 09:32:42.000";;1;0;0;0;0;22793;25300;2507;0;25300;;;1;1693906362;"2023-09-05 09:32:42";1693906362;"2023-09-05 09:32:42"
