1|2022000000541|"T0017"|"OD0017"||QRT001|07/12/2022 11:21:50|160200||||1|
2|2022000000542|"T0017"|"OD0017"||QRT001|07/12/2022 11:36:21|112950||||1|
3|2022000000543|"T0017"|"OD0017"||QRT001|07/12/2022 11:38:19|157300||||1|
4|2022000000544|"T0017"|"OD0017"||QRT001|07/12/2022 11:52:14|51500||||1|
5|2022000000545|"T0019"|"OD0017"||QRT001|07/12/2022 11:55:44|92700||||1|
6|2022000000546|"T0017"|"OD0017"||BCA01|07/12/2022 11:56:32|2500||||1|
7|2022000000547|"T0017"|"OD0017"||QRT001|07/12/2022 12:23:45|76500||||1|
8|2022000000548|"T0017"|"OD0017"||QRT001|07/12/2022 13:56:31|74500||||1|
9|2022000000549|"T0017"|"OD0017"||QRT001|07/12/2022 14:20:39|64000||||1|
10|2022000000550|"T0017"|"OD0017"||QRT001|07/12/2022 14:54:25|356400||||1|
11|2022000000551|"T0017"|"OD0017"||QRT001|07/12/2022 14:59:49|33600||||1|
12|2022000000552|"T0017"|"OD0017"||QRT001|07/12/2022 15:17:05|41500||||1|
13|2022000000553|"T0019"|"OD0017"||BCA01|07/12/2022 09:26:22|16300||||1|
14|2022000000554|"T0019"|"OD0017"||BCA31|07/12/2022 17:09:57|48150||||1|
15|2022000000563|"T0019"|"OD0017"||BCA31|07/12/2022 17:32:54|12500||||1|
16|2022000000579|"T0017"|"OD0017"||QRT001|07/12/2022 17:56:58|23600||||1|
17|2022000000580|"T0017"|"OD0017"||QRT001|07/12/2022 17:59:19|29000||||1|
18|2022000000581|"T0017"|"OD0017"||QRT001|07/12/2022 18:00:42|5850||||1|
19|2022000000582|"T0019"|"OD0017"||BCA01|07/12/2022 19:27:00|108160||||1|
20|2022000000583|"T0017"|"OD0017"||QRT001|07/12/2022 20:17:39|5550||||1|
21|2022000000584|"T0019"|"OD0017"||QRT001|07/12/2022 20:17:47|54900||||1|
22|2022000000586|"T0016"|"OD0017"||QRT001|07/12/2022 20:18:46|7400||||1|
