1|2023000002850|"T0017"|"OD0017"||QRT001|18/02/2023 11:22:02|9000||||1|
2|2023000002851|"T0017"|"OD0017"||BCA01|18/02/2023 12:00:19|51000||||1|
3|2023000002852|"T0019"|"OD0017"||QRT001|18/02/2023 12:02:37|161850||||1|
4|2023000002853|"T0017"|"OD0017"||QRT001|18/02/2023 12:43:09|69700||||1|
5|2023000002854|"T0017"|"OD0017"||BCA01|18/02/2023 14:30:47|100592||||1|
6|2023000002855|"T0017"|"OD0017"||QRT001|18/02/2023 14:47:52|42500||||1|
7|2023000002856|"T0017"|"OD0017"||QRT001|18/02/2023 14:49:52|183250||||1|
8|2023000002857|"T0017"|"OD0017"||QRT001|18/02/2023 14:51:34|76050||||1|
9|2023000002858|"T0017"|"OD0017"||QRT001|18/02/2023 15:26:03|142600||||1|
10|2023000002859|"T0017"|"OD0017"||QRT001|18/02/2023 15:27:58|31100||||1|
11|2023000002860|"T0017"|"OD0017"||QRT001|18/02/2023 15:53:16|31000||||1|
12|2023000002861|"T0017"|"OD0017"||BCA01|18/02/2023 16:34:00|48366||||1|
13|2023000002862|"T0017"|"OD0017"||QRT001|18/02/2023 17:52:26|40950||||1|
14|2023000002863|"T0017"|"OD0017"||QRT001|18/02/2023 17:55:00|34550||||1|
15|2023000002864|"T0017"|"OD0017"||QRT001|18/02/2023 17:56:25|7450||||1|
16|2023000002865|"T0017"|"OD0017"||BCA01|18/02/2023 18:34:48|54470||||1|
17|2023000002866|"T0017"|"OD0017"||QRT001|18/02/2023 19:38:44|51850||||1|
18|2023000002867|"T0017"|"OD0017"||BCA01|18/02/2023 19:52:58|17250||||1|
19|2023000002868|"T0017"|"OD0017"||QRT001|18/02/2023 20:17:04|31900||||1|
20|2023000002869|"T0019"|"OD0017"||QRT001|18/02/2023 20:17:10|50141||||1|
21|2023000002870|"T0017"|"OD0017"||BCA01|18/02/2023 20:54:19|82600||||1|
22|2023000002871|"T0017"|"OD0017"||QRT001|18/02/2023 14:58:15|161193||||1|
