04/01/2023 11:34:42|04/01/2023 11:37:52|04/01/2023|"OD0017"|"T0019"|"2023000001458"|""|66149202|192150|0|1
04/01/2023 13:48:01|04/01/2023 13:50:00|04/01/2023|"OD0017"|"T0017"|"2023000001459"|""|0|45000|0|1
04/01/2023 13:54:37|04/01/2023 13:58:30|04/01/2023|"OD0017"|"T0017"|"2023000001460"|""|64499204|174200|0|1
04/01/2023 14:32:30|04/01/2023 14:34:00|04/01/2023|"OD0017"|"T0019"|"2023000001461"|""|0|28908|0|1
04/01/2023 14:39:40|04/01/2023 08:41:54|04/01/2023|"OD0017"|"T0017"|"2023000001462"|""|22162339|106200|0|1
04/01/2023 14:42:10|04/01/2023 08:44:15|04/01/2023|"OD0017"|"T0017"|"2023000001463"|""|22162339|16700|0|1
04/01/2023 14:55:19|04/01/2023 14:57:49|04/01/2023|"OD0017"|"T0017"|"2023000001464"|""|22219052|276000|0|1
04/01/2023 14:58:12|04/01/2023 08:59:43|04/01/2023|"OD0017"|"T0017"|"2023000001465"|""|22219052|74700|0|1
04/01/2023 15:00:25|04/01/2023 15:02:38|04/01/2023|"OD0017"|"T0017"|"2023000001466"|""|0|62267|0|1
04/01/2023 15:19:10|04/01/2023 15:21:20|04/01/2023|"OD0017"|"T0017"|"2023000001467"|""|22178040|91000|0|1
04/01/2023 15:53:27|04/01/2023 15:55:03|04/01/2023|"OD0017"|"T0017"|"2023000001468"|""|0|95514|0|1
04/01/2023 16:31:09|04/01/2023 16:32:08|04/01/2023|"OD0017"|"T0017"|"2023000001469"|""|60487204|60193|0|1
04/01/2023 16:47:17|04/01/2023 16:49:07|04/01/2023|"OD0017"|"T0017"|"2023000001470"|""|78508202|121100|0|1
04/01/2023 16:53:08|04/01/2023 16:54:00|04/01/2023|"OD0017"|"T0017"|"2023000001471"|""|0|17900|0|1
04/01/2023 16:55:59|04/01/2023 16:57:25|04/01/2023|"OD0017"|"T0017"|"2023000001472"|""|0|102100|0|1
04/01/2023 17:02:22|04/01/2023 17:03:41|04/01/2023|"OD0017"|"T0017"|"2023000001473"|""|72053202|65300|0|1
04/01/2023 18:20:59|04/01/2023 18:22:37|04/01/2023|"OD0017"|"T0017"|"2023000001474"|""|88111202|37100|0|1
04/01/2023 18:23:37|04/01/2023 18:25:16|04/01/2023|"OD0017"|"T0017"|"2023000001475"|""|0|42500|0|1
04/01/2023 18:32:32|04/01/2023 18:36:28|04/01/2023|"OD0017"|"T0017"|"2023000001476"|""|95758202|130900|0|1
04/01/2023 18:36:48|04/01/2023 18:39:13|04/01/2023|"OD0017"|"T0017"|"2023000001477"|""|95758202|45965|0|1
04/01/2023 19:34:54|04/01/2023 19:37:27|04/01/2023|"OD0017"|"T0017"|"2023000001478"|""|22209524|372100|0|1
04/01/2023 19:42:53|04/01/2023 19:44:52|04/01/2023|"OD0017"|"T0019"|"2023000001479"|""|0|73900|0|1
04/01/2023 19:42:47|04/01/2023 19:45:30|04/01/2023|"OD0017"|"T0017"|"2023000001480"|""|0|157300|0|1
04/01/2023 19:45:42|04/01/2023 19:46:16|04/01/2023|"OD0017"|"T0017"|"2023000001481"|""|0|19900|0|1
04/01/2023 19:51:06|04/01/2023 19:53:21|04/01/2023|"OD0017"|"T0019"|"2023000001482"|""|0|118940|0|1
04/01/2023 19:53:37|04/01/2023 19:54:31|04/01/2023|"OD0017"|"T0019"|"2023000001483"|""|0|112500|0|1
04/01/2023 19:56:06|04/01/2023 19:56:42|04/01/2023|"OD0017"|"T0019"|"2023000001484"|""|0|39900|0|1
04/01/2023 20:07:24|04/01/2023 20:08:35|04/01/2023|"OD0017"|"T0017"|"2023000001485"|""|0|225900|0|1
04/01/2023 20:11:33|04/01/2023 20:13:07|04/01/2023|"OD0017"|"T0017"|"2023000001486"|""|0|90090|0|1
04/01/2023 20:15:32|04/01/2023 20:19:17|04/01/2023|"OD0017"|"T0017"|"2023000001487"|""|61549204|157438|0|1
04/01/2023 20:20:06|04/01/2023 20:21:49|04/01/2023|"OD0017"|"T0019"|"2023000001488"|""|0|36500|0|1
04/01/2023 20:22:21|04/01/2023 20:25:08|04/01/2023|"OD0017"|"T0017"|"2023000001489"|""|20136171|134500|0|1
04/01/2023 20:34:52|04/01/2023 14:36:25|04/01/2023|"OD0017"|"T0019"|"2023000001490"|""|22220723|62900|0|1
04/01/2023 20:39:54|04/01/2023 20:41:33|04/01/2023|"OD0017"|"T0017"|"2023000001491"|""|22229454|94950|0|1
04/01/2023 20:42:15|04/01/2023 20:44:22|04/01/2023|"OD0017"|"T0017"|"2023000001492"|""|84656202|10000|0|1
04/01/2023 20:46:00|04/01/2023 20:47:19|04/01/2023|"OD0017"|"T0019"|"2023000001493"|""|67291309|44223|0|1
04/01/2023 20:50:02|04/01/2023 20:53:07|04/01/2023|"OD0017"|"T0019"|"2023000001494"|""|0|155894|0|1
04/01/2023 20:53:40|04/01/2023 20:56:00|04/01/2023|"OD0017"|"T0017"|"2023000001495"|""|0|304200|0|1
