1|2022000000040|"T003"|"OD0017"||12/08/2022 13:22:11|1|1|0|0|""|"PR000017"|0|
2|2022000000040|"T003"|"OD0017"||12/08/2022 13:22:11|1|6|46800|0|""|"PR000017"|7800|
3|2022000000040|"T003"|"OD0017"||12/08/2022 13:22:11|1|3|0|0|""|"PR000018"|0|
4|2022000000041|"T003"|"OD0017"||12/08/2022 13:24:05|1|4|190600|30600|""|"PR000018"|47650|
5|2022000000041|"T003"|"OD0017"||12/08/2022 13:24:05|1|4|0|0|""|"PR000019"|0|
6|2022000000041|"T003"|"OD0017"||12/08/2022 13:24:05|1|2|95300|0|""|"PR000019"|47650|
7|2022000000042|"T003"|"OD0017"||12/08/2022 13:47:03|1|4|0|0|""|""|0|
8|2022000000042|"T003"|"OD0017"||12/08/2022 13:47:03|1|2|95300|15300|""|"PR000019"|47650|
9|2022000000042|"T003"|"OD0017"||12/08/2022 13:47:03|1|4|0|0|""|"PR000020"|0|
10|2022000000042|"T003"|"OD0017"||12/08/2022 13:47:03|1|6|12600|0|""|"PR000020"|2100|
11|2022000000042|"T003"|"OD0017"||12/08/2022 13:47:03|1|6|46800|0|""|"PR000020"|7800|
12|2022000000042|"T003"|"OD0017"||12/08/2022 13:47:03|1|3|142950|15300|""|"PR000020"|47650|
