1|2022000000055|"T003"|"OD0017"||27/09/2022 12:25:31|1|2|53800|0|""|"PR000020"|25000|
2|2022000000056|"T003"|"OD0017"||27/09/2022 13:19:09|1|1|47650|0|""|""|47650|
3|2022000000056|"T003"|"OD0017"||27/09/2022 13:19:09|1|2|265500|0|""|""|132750|
4|2022000000056|"T003"|"OD0017"||27/09/2022 13:19:09|1|1|26900|0|""|"PR000020"|25000|
5|2022000000057|"T003"|"OD0017"||27/09/2022 14:46:44|1|1|47650|0|""|""|47650|
6|2022000000057|"T003"|"OD0017"||27/09/2022 14:46:44|1|2|265500|0|""|""|132750|
7|2022000000057|"T003"|"OD0017"||27/09/2022 14:46:44|1|1|26900|0|""|"PR000020"|25000|
8|2022000000058|"T003"|"OD0017"||27/09/2022 17:22:14|1|1|24750|0|""|""|24750|
9|2022000000058|"T003"|"OD0017"||27/09/2022 17:22:14|1|2|95300|0|""|""|37640|
10|2022000000058|"T003"|"OD0017"||27/09/2022 17:22:14|1|1|47650|0|""|""|37641|
11|2022000000058|"T003"|"OD0017"||27/09/2022 17:22:14|1|2|95300|0|""|""|47650|
12|2022000000058|"T003"|"OD0017"||27/09/2022 17:22:14|1|1|47650|0|""|""|37640|
13|2022000000058|"T003"|"OD0017"||27/09/2022 17:22:14|1|1|47650|0|""|""|47650|
14|2022000000058|"T003"|"OD0017"||27/09/2022 17:22:14|1|1|132750|0|""|""|132750|
15|2022000000058|"T003"|"OD0017"||27/09/2022 17:22:14|1|1|26900|0|""|"PR000020"|23000|
16|2022000000058|"T003"|"OD0017"||27/09/2022 17:22:14|1|1|26900|0|""|"PR000020"|25000|
17|2022000000058|"T003"|"OD0017"||27/09/2022 17:22:14|1|1|0|0|""|"PR000021"|0|
