25/12/2022 09:57:48|25/12/2022 09:58:51|25/12/2022|"OD0017"|"T0019"|"2022000001106"|""|0|1250|0|1
25/12/2022 14:09:07|25/12/2022 14:11:56|25/12/2022|"OD0017"|"T0019"|"2022000001107"|""|67304270|274750|0|1
25/12/2022 15:05:24|25/12/2022 15:07:46|25/12/2022|"OD0017"|"T0017"|"2022000001108"|""|22180012|50000|0|1
25/12/2022 16:22:30|25/12/2022 16:23:40|25/12/2022|"OD0017"|"T0017"|"2022000001109"|""|0|126800|0|1
25/12/2022 18:01:56|25/12/2022 12:04:03|25/12/2022|"OD0017"|"T0019"|"2022000001110"|""|65637202|9500|0|1
25/12/2022 18:08:09|25/12/2022 18:10:58|25/12/2022|"OD0017"|"T0019"|"2022000001111"|""|22209229|215500|0|1
25/12/2022 18:11:29|25/12/2022 18:14:08|25/12/2022|"OD0017"|"T0019"|"2022000001112"|""|22209229|122265|0|1
25/12/2022 18:14:33|25/12/2022 18:18:55|25/12/2022|"OD0017"|"T0019"|"2022000001113"|""|22209229|96999|0|1
25/12/2022 19:35:06|25/12/2022 19:38:02|25/12/2022|"OD0017"|"T0019"|"2022000001114"|""|22166670|124752|0|1
25/12/2022 19:36:28|25/12/2022 19:39:34|25/12/2022|"OD0017"|"T0017"|"2022000001115"|""|92268202|142183|0|1
25/12/2022 19:56:20|25/12/2022 20:00:02|25/12/2022|"OD0017"|"T0019"|"2022000001116"|""|0|191000|0|1
25/12/2022 20:01:02|25/12/2022 14:06:06|25/12/2022|"OD0017"|"T0017"|"2022000001117"|""|22228169|88050|0|1
25/12/2022 20:01:00|25/12/2022 14:08:37|25/12/2022|"OD0017"|"T0019"|"2022000001118"|""|92821202|139371|0|1
25/12/2022 20:31:44|25/12/2022 20:33:40|25/12/2022|"OD0017"|"T0019"|"2022000001119"|""|20707739|74500|0|1
25/12/2022 20:33:11|25/12/2022 20:35:42|25/12/2022|"OD0017"|"T0017"|"2022000001120"|""|22227456|63615|0|1
25/12/2022 20:35:20|25/12/2022 20:39:29|25/12/2022|"OD0017"|"T0019"|"2022000001121"|""|22231833|58300|0|1
25/12/2022 20:40:31|25/12/2022 20:42:25|25/12/2022|"OD0017"|"T0019"|"2022000001122"|""|22231833|38900|0|1
