1|2023000002675|"T0017"|"OD0017"||BCA01|12/02/2023 05:38:26|67800||||1|
2|2023000002676|"T0016"|"OD0017"||QRT001|12/02/2023 11:43:02|60000||||1|
3|2023000002677|"T0017"|"OD0017"||QRT001|12/02/2023 11:48:31|39500||||1|
4|2023000002678|"T0017"|"OD0017"||QRT001|12/02/2023 11:52:00|157758||||1|
5|2023000002679|"T0017"|"OD0017"||QRT001|12/02/2023 12:28:28|88100||||1|
6|2023000002680|"T0017"|"OD0017"||BCA01|12/02/2023 12:39:19|97050||||1|
7|2023000002681|"T0017"|"OD0017"||QRT001|12/02/2023 15:01:20|80900||||1|
8|2023000002682|"T0017"|"OD0017"||QRT001|12/02/2023 15:19:35|117650||||1|
9|2023000002683|"T0016"|"OD0017"||QRT001|12/02/2023 15:40:07|23800||||1|
10|2023000002684|"T0017"|"OD0017"||QRT001|12/02/2023 15:40:47|68350||||1|
11|2023000002685|"T0017"|"OD0017"||QRT001|12/02/2023 15:48:28|391600||||1|
12|2023000002686|"T0017"|"OD0017"||BCA01|12/02/2023 09:56:05|87000||||1|
13|2023000002687|"T0017"|"OD0017"||QRT001|12/02/2023 15:57:41|121210||||1|
14|2023000002688|"T0017"|"OD0017"||QRT001|12/02/2023 16:04:01|42500||||1|
15|2023000002689|"T0017"|"OD0017"||QRT001|12/02/2023 16:11:14|21359||||1|
16|2023000002690|"T0017"|"OD0017"||BCA01|12/02/2023 16:17:23|39800||||1|
17|2023000002691|"T0019"|"OD0017"||QRT001|12/02/2023 16:18:05|79200||||1|
18|2023000002692|"T0019"|"OD0017"||BCA01|12/02/2023 16:21:14|50500||||1|
19|2023000002693|"T0016"|"OD0017"||BCA01|12/02/2023 10:53:55|124282||||1|
20|2023000002694|"T0017"|"OD0017"||BCA01|12/02/2023 16:54:46|13500||||1|
21|2023000002695|"T0017"|"OD0017"||QRT001|12/02/2023 16:58:21|123672||||1|
22|2023000002696|"T0017"|"OD0017"||QRT001|12/02/2023 16:59:18|10000||||1|
23|2023000002697|"T0017"|"OD0017"||BCA01|12/02/2023 17:02:43|103000||||1|
24|2023000002698|"T0017"|"OD0017"||QRT001|12/02/2023 17:03:44|31500||||1|
25|2023000002699|"T0017"|"OD0017"||QRT001|12/02/2023 17:07:48|3100||||1|
26|2023000002700|"T0017"|"OD0017"||QRT001|12/02/2023 17:19:48|55186||||1|
27|2023000002701|"T0017"|"OD0017"||BCA01|12/02/2023 17:39:37|151464||||1|
28|2023000002702|"T0017"|"OD0017"||BCA01|12/02/2023 12:14:50|162000||||1|
29|2023000002703|"T0017"|"OD0017"||BCA01|12/02/2023 18:19:28|19600||||1|
30|2023000002704|"T0017"|"OD0017"||BCA01|12/02/2023 12:40:16|95300||||1|
31|2023000002705|"T0016"|"OD0017"||BCA01|12/02/2023 18:45:57|106513||||1|
32|2023000002706|"T0016"|"OD0017"||BCA01|12/02/2023 18:48:06|20800||||1|
33|2023000002707|"T0017"|"OD0017"||BCA01|12/02/2023 18:51:06|204075||||1|
34|2023000002708|"T0016"|"OD0017"||BCA01|12/02/2023 18:52:36|80160||||1|
35|2023000002709|"T0017"|"OD0017"||BCA01|12/02/2023 19:10:31|3100||||1|
36|2023000002710|"T0019"|"OD0017"||QRT001|12/02/2023 19:34:49|168000||||1|
37|2023000002711|"T0017"|"OD0017"||BCA01|12/02/2023 19:35:21|187811||||1|
38|2023000002712|"T0017"|"OD0017"||BCA01|12/02/2023 13:39:40|12000||||1|
39|2023000002713|"T0019"|"OD0017"||QRT001|12/02/2023 19:49:28|26500||||1|
40|2023000002714|"T0017"|"OD0017"||QRT001|12/02/2023 19:55:24|36900||||1|
41|2023000002715|"T0017"|"OD0017"||QRT001|12/02/2023 19:56:40|19850||||1|
42|2023000002716|"T0019"|"OD0017"||QRT001|12/02/2023 19:56:50|33500||||1|
43|2023000002717|"T0017"|"OD0017"||QRT001|12/02/2023 20:06:44|322100||||1|
44|2023000002718|"T0017"|"OD0017"||QRT001|12/02/2023 20:19:01|72464||||1|
45|2023000002719|"T0016"|"OD0017"||BCA01|12/02/2023 20:25:03|44300||||1|
46|2023000002720|"T0017"|"OD0017"||BCA01|12/02/2023 20:29:06|177918||||1|
47|2023000002721|"T0017"|"OD0017"||BCA01|12/02/2023 20:31:21|81390||||1|
48|2023000002722|"T0017"|"OD0017"||QRT001|12/02/2023 20:43:13|38800||||1|
49|2023000002723|"T0017"|"OD0017"||BCA01|12/02/2023 14:54:12|38150||||1|
50|2023000002724|"T0019"|"OD0017"||QRT001|12/02/2023 20:58:38|194600||||1|
