1|2022000000899|"T0017"|"OD0017"||BCA01|18/12/2022 05:58:23|168300||||1|
2|2022000000900|"T0016"|"OD0017"||QRT001|18/12/2022 13:00:03|66810||||1|
3|2022000000901|"T0017"|"OD0017"||QRT001|18/12/2022 13:00:42|104823||||1|
4|2022000000902|"T0016"|"OD0017"||QRT001|18/12/2022 13:02:06|78100||||1|
5|2022000000903|"T0017"|"OD0017"||QRT001|18/12/2022 13:43:06|1250||||1|
6|2022000000904|"T0017"|"OD0017"||QRT001|18/12/2022 13:56:26|105300||||1|
7|2022000000905|"T0017"|"OD0017"||QRT001|18/12/2022 14:06:38|141125||||1|
8|2022000000906|"T0019"|"OD0017"||QRT001|18/12/2022 14:07:31|149534||||1|
9|2022000000907|"T0017"|"OD0017"||QRT001|18/12/2022 14:29:23|16850||||1|
10|2022000000908|"T0017"|"OD0017"||BCA01|18/12/2022 08:45:53|87200||||1|
11|2022000000909|"T0017"|"OD0017"||QRT001|18/12/2022 14:49:11|98351||||1|
12|2022000000910|"T0017"|"OD0017"||QRT001|18/12/2022 15:05:13|227300||||1|
13|2022000000911|"T0019"|"OD0017"||QRT001|18/12/2022 15:06:01|18600||||1|
14|2022000000912|"T0017"|"OD0017"||BCA01|18/12/2022 09:11:27|36350||||1|
15|2022000000913|"T0017"|"OD0017"||QRT001|18/12/2022 15:26:28|70400||||1|
16|2022000000914|"T0017"|"OD0017"||QRT001|18/12/2022 17:22:31|8200||||1|
17|2022000000915|"T0017"|"OD0017"||QRT001|18/12/2022 17:26:14|63500||||1|
18|2022000000916|"T0019"|"OD0017"||QRT001|18/12/2022 17:27:54|63500||||1|
19|2022000000917|"T0017"|"OD0017"||QRT001|18/12/2022 17:28:29|62750||||1|
20|2022000000918|"T0019"|"OD0017"||BCA01|18/12/2022 11:47:11|100900||||1|
21|2022000000919|"T0017"|"OD0017"||QRT001|18/12/2022 17:51:39|80950||||1|
22|2022000000920|"T0017"|"OD0017"||QRT001|18/12/2022 18:14:38|3650||||1|
23|2022000000921|"T0019"|"OD0017"||QRT001|18/12/2022 18:30:58|412800||||1|
24|2022000000922|"T0017"|"OD0017"||QRT001|18/12/2022 18:31:42|35800||||1|
25|2022000000923|"T0019"|"OD0017"||QRT001|18/12/2022 18:33:06|5100||||1|
26|2022000000924|"T0019"|"OD0017"||QRT001|18/12/2022 18:38:30|62750||||1|
27|2022000000925|"T0019"|"OD0017"||QRT001|18/12/2022 18:42:50|124508||||1|
28|2022000000926|"T0019"|"OD0017"||QRT001|18/12/2022 18:44:45|62800||||1|
29|2022000000927|"T0017"|"OD0017"||QRT001|18/12/2022 18:48:13|56000||||1|
30|2022000000928|"T0019"|"OD0017"||QRT001|18/12/2022 18:54:25|9200||||1|
31|2022000000929|"T0017"|"OD0017"||QRT001|18/12/2022 18:57:43|26500||||1|
32|2022000000930|"T0019"|"OD0017"||QRT001|18/12/2022 19:09:37|103000||||1|
33|2022000000931|"T0017"|"OD0017"||QRT001|18/12/2022 19:18:42|199000||||1|
34|2022000000932|"T0019"|"OD0017"||BCA01|18/12/2022 19:39:01|128198||||1|
35|2022000000933|"T0019"|"OD0017"||QRT001|18/12/2022 20:24:51|59850||||1|
