1|2022000000066|"T0016"|"OD0017"||18/11/2022 15:23:31|1|1|2400|0|""|""|2400|
2|2022000000067|"T0016"|"OD0017"||18/11/2022 15:31:14|1|2|4800|0|""|""|2400|
3|2022000000067|"T0016"|"OD0017"||18/11/2022 15:31:14|1|1|9000|0|""|""|9000|
4|2022000000068|"T0012"|"OD0017"||18/11/2022 15:49:56|1|1|2100|0|""|""|2100|
5|2022000000069|"T0017"|"OD0017"||18/11/2022 15:56:58|1|1|2400|0|""|""|2400|
6|2022000000070|"T0012"|"OD0017"||18/11/2022 16:00:33|1|1|2100|0|""|""|2100|
7|2022000000071|"T0016"|"OD0017"||18/11/2022 16:13:34|1|1|2400|0|""|""|2400|
8|2022000000072|"T0017"|"OD0017"||18/11/2022 16:18:54|1|1|2400|0|""|""|2400|
9|2022000000073|"T0017"|"OD0017"||18/11/2022 16:22:29|1|1|2400|0|""|""|2400|
10|2022000000074|"T0019"|"OD0017"||18/11/2022 16:22:33|1|1|2400|0|""|""|2400|
11|2022000000075|"T0019"|"OD0017"||18/11/2022 16:25:19|1|1|2400|0|""|""|2400|
12|2022000000076|"T0017"|"OD0017"||18/11/2022 16:26:50|1|1|5100|0|""|""|5100|
13|2022000000077|"T0017"|"OD0017"||18/11/2022 16:28:43|1|1|5100|0|""|""|5100|
14|2022000000078|"T0019"|"OD0017"||18/11/2022 16:31:50|1|1|13700|0|""|""|13700|
