02/01/2023 11:19:45|02/01/2023 11:21:14|02/01/2023|"OD0017"|"T0019"|"2023000001380"|""|0|31448|0|1
02/01/2023 12:34:00|02/01/2023 12:38:51|02/01/2023|"OD0017"|"T0019"|"2023000001381"|""|92363202|27924|0|1
02/01/2023 13:49:51|02/01/2023 13:51:07|02/01/2023|"OD0017"|"T0019"|"2023000001382"|""|0|16500|0|1
02/01/2023 13:57:43|02/01/2023 13:59:49|02/01/2023|"OD0017"|"T0019"|"2023000001383"|""|93069202|187100|0|1
02/01/2023 14:21:58|02/01/2023 14:23:17|02/01/2023|"OD0017"|"T0019"|"2023000001384"|""|0|44100|0|1
02/01/2023 14:22:48|02/01/2023 14:27:07|02/01/2023|"OD0017"|"T0016"|"2023000001385"|""|22178742|71217|0|1
02/01/2023 14:53:12|02/01/2023 14:54:21|02/01/2023|"OD0017"|"T0019"|"2023000001386"|""|68318474|49000|0|1
02/01/2023 14:55:22|02/01/2023 14:56:47|02/01/2023|"OD0017"|"T0019"|"2023000001387"|""|0|27800|0|1
02/01/2023 15:12:53|02/01/2023 15:14:19|02/01/2023|"OD0017"|"T0019"|"2023000001388"|""|70444202|147000|0|1
02/01/2023 15:14:41|02/01/2023 15:15:51|02/01/2023|"OD0017"|"T0019"|"2023000001389"|""|0|147000|0|1
02/01/2023 15:16:02|02/01/2023 15:18:51|02/01/2023|"OD0017"|"T0019"|"2023000001390"|""|0|118450|0|1
02/01/2023 15:17:40|02/01/2023 15:20:13|02/01/2023|"OD0017"|"T0017"|"2023000001391"|""|70444202|355800|0|1
02/01/2023 15:19:55|02/01/2023 15:22:28|02/01/2023|"OD0017"|"T0019"|"2023000001392"|""|0|58700|0|1
02/01/2023 15:20:28|02/01/2023 15:23:06|02/01/2023|"OD0017"|"T0017"|"2023000001393"|""|0|151750|0|1
02/01/2023 15:23:05|02/01/2023 15:24:58|02/01/2023|"OD0017"|"T0019"|"2023000001394"|""|70444202|54000|0|1
02/01/2023 15:23:45|02/01/2023 15:25:41|02/01/2023|"OD0017"|"T0017"|"2023000001395"|""|70444202|50000|0|1
02/01/2023 15:26:00|02/01/2023 15:27:23|02/01/2023|"OD0017"|"T0019"|"2023000001396"|""|70444202|31300|0|1
02/01/2023 15:26:12|02/01/2023 15:27:40|02/01/2023|"OD0017"|"T0017"|"2023000001397"|""|22209179|29000|0|1
02/01/2023 15:24:24|02/01/2023 15:28:12|02/01/2023|"OD0017"|"T0016"|"2023000001398"|""|22230710|45400|0|1
02/01/2023 15:35:36|02/01/2023 15:38:04|02/01/2023|"OD0017"|"T0017"|"2023000001399"|""|0|106800|0|1
02/01/2023 15:35:57|02/01/2023 15:39:35|02/01/2023|"OD0017"|"T0019"|"2023000001400"|""|22180842|46400|0|1
02/01/2023 15:40:02|02/01/2023 15:42:20|02/01/2023|"OD0017"|"T0019"|"2023000001401"|""|22180842|26100|0|1
02/01/2023 16:00:34|02/01/2023 16:01:50|02/01/2023|"OD0017"|"T0019"|"2023000001402"|""|0|17900|0|1
02/01/2023 16:13:08|02/01/2023 16:14:36|02/01/2023|"OD0017"|"T0019"|"2023000001403"|""|0|29300|0|1
02/01/2023 16:51:36|02/01/2023 16:53:59|02/01/2023|"OD0017"|"T0019"|"2023000001404"|""|0|8900|0|1
02/01/2023 16:54:54|02/01/2023 16:56:04|02/01/2023|"OD0017"|"T0017"|"2023000001405"|""|0|22600|0|1
02/01/2023 17:22:21|02/01/2023 17:23:41|02/01/2023|"OD0017"|"T0019"|"2023000001406"|""|0|8350|0|1
02/01/2023 17:38:08|02/01/2023 17:40:07|02/01/2023|"OD0017"|"T0019"|"2023000001407"|""|22177086|46250|0|1
02/01/2023 17:41:41|02/01/2023 17:45:39|02/01/2023|"OD0017"|"T0019"|"2023000001408"|""|93069202|145992|0|1
02/01/2023 17:55:35|02/01/2023 17:57:12|02/01/2023|"OD0017"|"T0017"|"2023000001409"|""|26029860|56199|0|1
02/01/2023 17:59:24|02/01/2023 18:01:50|02/01/2023|"OD0017"|"T0016"|"2023000001410"|""|61218202|364734|0|1
02/01/2023 18:02:10|02/01/2023 18:02:52|02/01/2023|"OD0017"|"T0016"|"2023000001411"|""|61218202|27800|0|1
02/01/2023 18:03:52|02/01/2023 18:05:02|02/01/2023|"OD0017"|"T0019"|"2023000001412"|""|0|38000|0|1
02/01/2023 18:19:49|02/01/2023 18:22:58|02/01/2023|"OD0017"|"T0019"|"2023000001413"|""|22114812|56299|0|1
02/01/2023 19:26:58|02/01/2023 19:28:26|02/01/2023|"OD0017"|"T0017"|"2023000001414"|""|22190228|12011|0|1
02/01/2023 19:44:26|02/01/2023 19:46:16|02/01/2023|"OD0017"|"T0017"|"2023000001415"|""|22182367|110800|0|1
02/01/2023 19:53:03|02/01/2023 19:55:46|02/01/2023|"OD0017"|"T0019"|"2023000001416"|""|0|184200|0|1
02/01/2023 20:26:02|02/01/2023 20:29:44|02/01/2023|"OD0017"|"T0019"|"2023000001417"|""|22168884|119980|0|1
02/01/2023 20:31:41|02/01/2023 20:33:27|02/01/2023|"OD0017"|"T0019"|"2023000001418"|""|22168884|71600|0|1
02/01/2023 20:35:06|02/01/2023 20:39:11|02/01/2023|"OD0017"|"T0019"|"2023000001419"|""|20408702|176356|0|1
02/01/2023 20:39:33|02/01/2023 20:41:00|02/01/2023|"OD0017"|"T0019"|"2023000001420"|""|20408702|63400|0|1
02/01/2023 20:45:16|02/01/2023 20:47:19|02/01/2023|"OD0017"|"T0019"|"2023000001421"|""|0|46400|0|1
