04/12/2022 20:50:04|05/12/2022 09:44:34|05/12/2022|"OD0017"|"T0017"|"2022000000492"|""|0|5400|0|1
05/12/2022 10:13:21|05/12/2022 10:18:20|05/12/2022|"OD0017"|"T0019"|"2022000000493"|""|22109942|65200|0|1
05/12/2022 10:22:36|05/12/2022 10:25:23|05/12/2022|"OD0017"|"T0019"|"2022000000494"|""|50001143|46300|0|1
05/12/2022 11:29:15|05/12/2022 11:32:55|05/12/2022|"OD0017"|"T0019"|"2022000000495"|""|63201202|20750|0|1
05/12/2022 11:58:53|05/12/2022 12:00:48|05/12/2022|"OD0017"|"T0017"|"2022000000496"|""|0|16500|0|1
05/12/2022 12:21:37|05/12/2022 12:26:15|05/12/2022|"OD0017"|"T0017"|"2022000000497"|""|22172863|77350|0|1
05/12/2022 13:36:56|05/12/2022 13:38:39|05/12/2022|"OD0017"|"T0017"|"2022000000498"|""|22190474|18900|0|1
05/12/2022 15:05:05|05/12/2022 15:08:12|05/12/2022|"OD0017"|"T0019"|"2022000000499"|""|88888888|14000|0|1
05/12/2022 15:09:01|05/12/2022 15:11:28|05/12/2022|"OD0017"|"T0019"|"2022000000500"|""|0|7000|0|1
05/12/2022 15:13:15|05/12/2022 15:14:05|05/12/2022|"OD0017"|"T0019"|"2022000000512"|""|0|36000|0|1
05/12/2022 15:17:48|05/12/2022 15:21:57|05/12/2022|"OD0017"|"T0019"|"2022000000513"|""|0|7000|0|1
