1|2022000000099|"T0017"|"OD0017"||22/11/2022 10:28:06|1|2|5000|0|""|""|2500|
2|2022000000100|"T0017"|"OD0017"||22/11/2022 12:13:23|1|2|10300|0|""|""|5150|
3|2022000000100|"T0017"|"OD0017"||22/11/2022 12:13:23|1|1|14500|0|""|""|14500|
4|2022000000101|"T0017"|"OD0017"||22/11/2022 12:20:22|1|1|1350|0|""|""|1350|
5|2022000000102|"T0017"|"OD0017"||22/11/2022 13:49:28|1|1|67900|0|""|""|67900|
6|2022000000103|"T0017"|"OD0017"||22/11/2022 14:37:55|1|1|4250|0|""|""|4250|
7|2022000000103|"T0017"|"OD0017"||22/11/2022 14:37:55|1|2|10200|0|""|""|5100|
8|2022000000104|"T0017"|"OD0017"||22/11/2022 14:39:27|1|1|6600|0|""|""|6600|
9|2022000000105|"T0017"|"OD0017"||22/11/2022 14:58:14|1|1|3800|0|""|""|3800|
10|2022000000107|"T0017"|"OD0017"||22/11/2022 17:23:23|1|1|10000|0|""|""|10000|
11|2022000000108|"T0017"|"OD0017"||22/11/2022 18:02:51|1|1|5000|0|""|""|5000|
12|2022000000108|"T0017"|"OD0017"||22/11/2022 18:02:51|1|2|13400|0|""|""|6700|
13|2022000000108|"T0017"|"OD0017"||22/11/2022 18:02:51|1|1|7700|0|""|""|7700|
14|2022000000108|"T0017"|"OD0017"||22/11/2022 18:02:51|1|1|8000|0|""|""|8000|
15|2022000000109|"T0017"|"OD0017"||22/11/2022 18:11:31|1|1|13500|0|""|""|13500|
16|2022000000109|"T0017"|"OD0017"||22/11/2022 18:11:31|1|1|43900|0|""|""|43900|
17|2022000000110|"T0017"|"OD0017"||22/11/2022 18:49:46|1|1|10500|0|""|""|10500|
18|2022000000110|"T0017"|"OD0017"||22/11/2022 18:49:46|1|1|12500|0|""|""|12500|
19|2022000000110|"T0017"|"OD0017"||22/11/2022 18:49:46|1|2|29000|0|""|""|14500|
20|2022000000110|"T0017"|"OD0017"||22/11/2022 18:49:46|1|1|19800|0|""|""|19800|
21|2022000000111|"T0017"|"OD0017"||22/11/2022 20:36:52|1|1|20900|0|""|""|20900|
22|2022000000111|"T0017"|"OD0017"||22/11/2022 20:36:52|1|1|10600|0|""|"10157226-10102"|9500|
23|2022000000112|"T0012"|"OD0017"||22/11/2022 20:38:23|1|1|6100|0|""|""|6100|
