1|2022000000253|"T0017"|"OD0017"||QRT001|29/11/2022 13:39:09|39400||||1|
2|2022000000254|"T0017"|"OD0017"||QRT001|29/11/2022 14:33:15|29000||||1|
3|2022000000255|"T0017"|"OD0017"||QRT001|29/11/2022 15:28:04|10000||||1|
4|2022000000256|"T0016"|"OD0017"||QRT001|29/11/2022 15:33:11|15250||||1|
5|2022000000257|"T0017"|"OD0017"||QRT001|29/11/2022 15:34:21|14500||||1|
6|2022000000258|"T0016"|"OD0017"||QRT001|29/11/2022 15:35:58|4500||||1|
7|2022000000259|"T0017"|"OD0017"||QRT001|29/11/2022 16:17:14|151500||||1|
8|2022000000260|"T0017"|"OD0017"||QRT001|29/11/2022 16:21:04|24750||||1|
9|2022000000261|"T0017"|"OD0017"||QRT001|29/11/2022 16:35:44|2500||||1|
10|2022000000262|"T0017"|"OD0017"||QRT001|29/11/2022 17:20:38|12400||||1|
11|2022000000263|"T0017"|"OD0017"||QRT001|29/11/2022 17:32:12|58700||||1|
12|2022000000264|"T0017"|"OD0017"||QRT001|29/11/2022 18:06:36|10000||||1|
13|2022000000265|"T0019"|"OD0017"||QRT001|29/11/2022 19:08:51|147300||||1|
14|2022000000266|"T0017"|"OD0017"||QRT001|29/11/2022 19:44:55|8500||||1|
