1|2022000001031|"T0019"|"OD0017"||QRT001|23/12/2022 11:13:37|43300||||1|
2|2022000001032|"T0019"|"OD0017"||QRT001|23/12/2022 14:04:53|71500||||1|
3|2022000001033|"T0019"|"OD0017"||QRT001|23/12/2022 14:15:46|1250||||1|
4|2022000001034|"T0017"|"OD0017"||QRT001|23/12/2022 08:47:22|17050||||1|
5|2022000001035|"T0019"|"OD0017"||BCA01|23/12/2022 08:54:52|51487||||1|
6|2022000001036|"T0019"|"OD0017"||BCA01|23/12/2022 09:01:39|29600||||1|
7|2022000001037|"T0017"|"OD0017"||BCA01|23/12/2022 15:12:41|76900||||1|
8|2022000001038|"T0017"|"OD0017"||BCA01|23/12/2022 15:14:14|41500||||1|
9|2022000001039|"T0017"|"OD0017"||QRT001|23/12/2022 15:17:37|38000||||1|
10|2022000001040|"T0017"|"OD0017"||QRT001|23/12/2022 15:22:23|59850||||1|
11|2022000001041|"T0019"|"OD0017"||BCA01|23/12/2022 15:26:00|57137||||1|
12|2022000001042|"T0016"|"OD0017"||BCA01|23/12/2022 15:29:00|402400||||1|
13|2022000001043|"T0017"|"OD0017"||QRT001|23/12/2022 15:30:43|73300||||1|
14|2022000001044|"T0017"|"OD0017"||BCA01|23/12/2022 15:34:26|88800||||1|
15|2022000001045|"T0019"|"OD0017"||QRT001|23/12/2022 09:40:37|63550||||1|
16|2022000001046|"T0017"|"OD0017"||BCA01|23/12/2022 15:47:57|33900||||1|
17|2022000001047|"T0019"|"OD0017"||QRT001|23/12/2022 15:57:57|25657||||1|
18|2022000001048|"T0016"|"OD0017"||QRT001|23/12/2022 16:25:30|95900||||1|
19|2022000001049|"T0019"|"OD0017"||QRT001|23/12/2022 16:26:39|24500||||1|
20|2022000001050|"T0016"|"OD0017"||QRT001|23/12/2022 16:27:24|12715||||1|
21|2022000001051|"T0017"|"OD0017"||QRT001|23/12/2022 16:36:12|20600||||1|
22|2022000001052|"T0017"|"OD0017"||BCA01|23/12/2022 16:53:19|46500||||1|
23|2022000001053|"T0017"|"OD0017"||QRT001|23/12/2022 16:59:10|85900||||1|
24|2022000001054|"T0017"|"OD0017"||QRT001|23/12/2022 17:01:56|42900||||1|
25|2022000001055|"T0017"|"OD0017"||QRT001|23/12/2022 11:07:52|66800||||1|
26|2022000001056|"T0017"|"OD0017"||BCA01|23/12/2022 17:14:23|133800||||1|
27|2022000001057|"T0017"|"OD0017"||QRT001|23/12/2022 17:20:08|73400||||1|
28|2022000001058|"T0017"|"OD0017"||QRT001|23/12/2022 17:22:24|33613||||1|
29|2022000001059|"T0016"|"OD0017"||QRT001|23/12/2022 17:26:32|57378||||1|
30|2022000001060|"T0019"|"OD0017"||QRT001|23/12/2022 17:48:50|4000||||1|
31|2022000001061|"T0017"|"OD0017"||BCA01|23/12/2022 12:10:29|77920||||1|
32|2022000001062|"T0019"|"OD0017"||QRT001|23/12/2022 18:12:48|62250||||1|
33|2022000001063|"T0016"|"OD0017"||QRT001|23/12/2022 18:13:03|235700||||1|
34|2022000001064|"T0017"|"OD0017"||BCA01|23/12/2022 18:14:46|53050||||1|
35|2022000001065|"T0019"|"OD0017"||QRT001|23/12/2022 18:15:07|49000||||1|
36|2022000001066|"T0017"|"OD0017"||BCA01|23/12/2022 18:19:59|89700||||1|
37|2022000001067|"T0017"|"OD0017"||BCA01|23/12/2022 18:24:51|96735||||1|
38|2022000001068|"T0017"|"OD0017"||BCA01|23/12/2022 18:27:45|24840||||1|
39|2022000001069|"T0017"|"OD0017"||QRT001|23/12/2022 19:02:14|87900||||1|
40|2022000001070|"T0017"|"OD0017"||BCA01|23/12/2022 19:35:05|16900||||1|
41|2022000001071|"T0017"|"OD0017"||QRT001|23/12/2022 19:46:51|124400||||1|
42|2022000001072|"T0017"|"OD0017"||QRT001|23/12/2022 19:49:16|27900||||1|
43|2022000001073|"T0016"|"OD0017"||QRT001|23/12/2022 19:52:49|20200||||1|
44|2022000001074|"T0017"|"OD0017"||QRT001|23/12/2022 19:54:06|166690||||1|
45|2022000001075|"T0019"|"OD0017"||QRT001|23/12/2022 19:56:30|164900||||1|
46|2022000001076|"T0017"|"OD0017"||BCA01|23/12/2022 20:27:54|65100||||1|
47|2022000001077|"T0017"|"OD0017"||QRT001|23/12/2022 20:31:04|101900||||1|
48|2022000001078|"T0017"|"OD0017"||BCA01|23/12/2022 20:40:12|25000||||1|
49|2022000001079|"T0019"|"OD0017"||QRT001|23/12/2022 20:42:08|85000||||1|
50|2022000001080|"T0017"|"OD0017"||BCA01|23/12/2022 20:47:48|61700||||1|
