24|2022000000724|"T0019"|"OD0017"||08/12/2022 19:20:49|1|1|23000|0|"8991915101048"|""|23000|
25|2022000000732|"T0017"|"OD0017"||08/12/2022 20:24:35|1|2|4400|0|"8992388111145"|"10157229-10102"|1950|
26|2022000000727|"T0019"|"OD0017"||08/12/2022 19:55:55|1|2|21600|0|"8992696404441"|"10157215-10102"|9550|
27|2022000000591|"T0017"|"OD0017"||08/12/2022 05:56:10|1|1|88800|0|"8992696405493"|"10157215-10102"|83500|
28|2022000000596|"T0019"|"OD0017"||08/12/2022 14:36:34|1|1|5900|0|"8992745120636"|""|5900|
29|2022000000731|"T0017"|"OD0017"||08/12/2022 20:18:29|1|1|4900|0|"8992752112013"|""|4900|
30|2022000000728|"T0019"|"OD0017"||08/12/2022 19:58:57|1|1|2250|0|"8992775001820"|""|2250|
31|2022000000722|"T0019"|"OD0017"||08/12/2022 17:48:18|1|1|8000|0|"8992775311325"|""|8000|
32|2022000000723|"T0017"|"OD0017"||08/12/2022 17:55:45|1|1|108300|0|"8992802033022"|""|93300|
33|2022000000729|"T0017"|"OD0017"||08/12/2022 20:12:51|1|1|9500|0|"8992806000341"|""|9500|
34|2022000000596|"T0019"|"OD0017"||08/12/2022 14:36:34|1|1|3500|0|"8992857010658"|""|3500|
35|2022000000591|"T0017"|"OD0017"||08/12/2022 05:56:10|1|2|45000|0|"8992931001220"|""|22500|
36|2022000000724|"T0019"|"OD0017"||08/12/2022 19:20:49|1|2|45000|0|"8992931001220"|""|20200|
37|2022000000592|"T0019"|"OD0017"||08/12/2022 12:45:52|1|1|6300|0|"8992931005099"|""|6300|
38|2022000000724|"T0019"|"OD0017"||08/12/2022 19:20:49|1|1|53600|0|"8992931025080"|"10157215-10102"|39900|
39|2022000000729|"T0017"|"OD0017"||08/12/2022 20:12:51|1|1|53600|0|"8992931025080"|"10157215-10102"|39900|
40|2022000000725|"T0017"|"OD0017"||08/12/2022 19:29:19|1|1|20000|0|"8992994110136"|""|20000|
41|2022000000591|"T0017"|"OD0017"||08/12/2022 05:56:10|1|4|76800|0|"8993053121018"|""|19200|
42|2022000000726|"T0017"|"OD0017"||08/12/2022 19:31:39|1|1|5500|0|"8993093105009"|""|5500|
43|2022000000614|"T0019"|"OD0017"||08/12/2022 16:13:53|1|1|29900|0|"8993093664711"|"10157225-10102"|29900|
44|2022000000732|"T0017"|"OD0017"||08/12/2022 20:24:35|1|1|2000|0|"8993093666302"|""|2000|
45|2022000000722|"T0019"|"OD0017"||08/12/2022 17:48:18|1|1|26900|0|"8993189329333"|""|26900|
46|2022000000613|"T0019"|"OD0017"||08/12/2022 15:22:53|1|1|7800|0|"8993200664986"|""|7800|
47|2022000000592|"T0019"|"OD0017"||08/12/2022 12:45:52|1|2|5000|0|"8994365205557"|""|2500|
48|2022000000734|"T0019"|"OD0017"||08/12/2022 20:41:09|1|3|7500|0|"8994365205557"|""|2500|
49|2022000000721|"T0019"|"OD0017"||08/12/2022 17:43:30|1|1|8450|0|"8994834004322"|""|8450|
50|2022000000721|"T0019"|"OD0017"||08/12/2022 17:43:30|1|1|4750|0|"8995077605147"|""|4750|
51|2022000000722|"T0019"|"OD0017"||08/12/2022 17:48:18|1|2|29400|0|"8995102708171"|""|14700|
52|2022000000591|"T0017"|"OD0017"||08/12/2022 05:56:10|1|1|22200|0|"8996001603031"|""|22200|
53|2022000000720|"T0016"|"OD0017"||08/12/2022 10:37:38|1|5|6250|0|"8997207990055"|""|1250|
54|2022000000726|"T0017"|"OD0017"||08/12/2022 19:31:39|1|1|9200|0|"8997209390914"|""|9200|
55|2022000000728|"T0019"|"OD0017"||08/12/2022 19:58:57|1|3|49800|0|"8997878001517"|""|16600|
56|2022000000613|"T0019"|"OD0017"||08/12/2022 15:22:53|1|4|23600|0|"8998009010231"|""|5900|
57|2022000000721|"T0019"|"OD0017"||08/12/2022 17:43:30|1|2|6300|0|"8998009040313"|""|3150|
58|2022000000592|"T0019"|"OD0017"||08/12/2022 12:45:52|1|1|3750|0|"8998866106054"|"10157206-10102"|3000|
59|2022000000613|"T0019"|"OD0017"||08/12/2022 15:22:53|1|1|37500|0|"8998866106245"|""|37500|
60|2022000000732|"T0017"|"OD0017"||08/12/2022 20:24:35|1|2|5700|0|"8998866203401"|"10157218-10102"|2800|
61|2022000000729|"T0017"|"OD0017"||08/12/2022 20:12:51|1|1|43900|0|"8998899995984"|"10157203-10102"|34900|
62|2022000000730|"T0016"|"OD0017"||08/12/2022 20:14:20|1|1|3900|0|"8999510785540"|""|3900|
63|2022000000613|"T0019"|"OD0017"||08/12/2022 15:22:53|1|1|12800|0|"8999999012625"|""|12800|
64|2022000000614|"T0019"|"OD0017"||08/12/2022 16:13:53|1|1|3900|0|"8999999530662"|""|3900|
65|2022000000592|"T0019"|"OD0017"||08/12/2022 12:45:52|1|1|7300|0|"8999999564438"|""|7300|
66|2022000000612|"T0019"|"OD0017"||08/12/2022 15:01:42|1|1|38900|0|"8999999584207"|""|38900|
67|2022000000693|"T0017"|"OD0017"||08/12/2022 16:32:05|1|1|58000|0|"9555401203419"|""|58000|
