1|2022000000728|"T0019"|"OD0017"||08/12/2022 19:58:57|1|2|19000|0|"0001941"|""|9500|
2|2022000000732|"T0017"|"OD0017"||08/12/2022 20:24:35|1|1|18900|0|"0021634"|""|18900|
3|2022000000727|"T0019"|"OD0017"||08/12/2022 19:55:55|1|1|14000|0|"0022564"|""|14000|
4|2022000000727|"T0019"|"OD0017"||08/12/2022 19:55:55|1|1|19000|0|"0022569"|""|19000|
5|2022000000648|"T0019"|"OD0017"||08/12/2022 16:20:27|1|1|5000|0|"0037644"|""|5000|
6|2022000000732|"T0017"|"OD0017"||08/12/2022 20:24:35|1|1|5000|0|"0037644"|""|5000|
7|2022000000722|"T0019"|"OD0017"||08/12/2022 17:48:18|1|1|10800|0|"089686598056"|""|10800|
8|2022000000648|"T0019"|"OD0017"||08/12/2022 16:20:27|1|1|13500|0|"2010118005109"|""|6885|
9|2022000000732|"T0017"|"OD0017"||08/12/2022 20:24:35|1|1|31500|0|"2020014002225"|""|6993|
10|2022000000732|"T0017"|"OD0017"||08/12/2022 20:24:35|1|1|25000|0|"2020044003827"|""|9550|
11|2022000000733|"T0017"|"OD0017"||08/12/2022 20:35:18|1|1|30000|0|"2020045006728"|""|30240|
12|2022000000733|"T0017"|"OD0017"||08/12/2022 20:35:18|1|1|29500|0|"2020071005948"|""|16335|
13|2022000000732|"T0017"|"OD0017"||08/12/2022 20:24:35|1|1|36500|0|"2020526003482"|""|12702|
14|2022000000693|"T0017"|"OD0017"||08/12/2022 16:32:05|1|1|19500|0|"2021375008406"|""|14700|
15|2022000000727|"T0019"|"OD0017"||08/12/2022 19:55:55|1|1|35000|0|"2023650005803"|""|18850|
16|2022000000733|"T0017"|"OD0017"||08/12/2022 20:35:18|1|1|45000|0|"2026625001923"|""|8640|
17|2022000000648|"T0019"|"OD0017"||08/12/2022 16:20:27|1|1|75000|0|"2031122001567"|""|11700|
18|2022000000693|"T0017"|"OD0017"||08/12/2022 16:32:05|1|1|38200|0|"6914843831490"|""|38200|
19|2022000000722|"T0019"|"OD0017"||08/12/2022 17:48:18|1|3|38850|0|"6920238090618"|""|12950|
20|2022000000613|"T0019"|"OD0017"||08/12/2022 15:22:53|1|3|28650|0|"7622210551733"|""|9550|
21|2022000000591|"T0017"|"OD0017"||08/12/2022 05:56:10|1|2|33600|0|"8850007331353"|""|16800|
22|2022000000588|"T0019"|"OD0017"||08/12/2022 11:13:50|1|1|8100|0|"8991001502254"|""|8100|
23|2022000000720|"T0016"|"OD0017"||08/12/2022 10:37:38|1|1|13200|0|"8991001780492"|""|13200|
